year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party,writein,party,candidatevotes,totalvotes,unofficial
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,gen,FALSE,OTHER,,FALSE,,721,349676,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,gen,FALSE,RICHARD E. NEAL,democrat,FALSE,DEMOCRAT,235803,349676,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,gen,FALSE,BLANK VOTE,,FALSE,,28137,349676,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,gen,FALSE,THOMAS T. SIMMONS,libertarian,FALSE,LIBERTARIAN,27511,349676,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,gen,FALSE,FREDERICK O. MAYOCK,independent,FALSE,INDEPENDENT,57504,349676,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,gen,FALSE,JAMES P. MCGOVERN,democrat,FALSE,DEMOCRAT,275487,363197,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,gen,FALSE,OTHER,,FALSE,,4924,363197,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,gen,FALSE,BLANK VOTE,,FALSE,,82786,363197,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,gen,FALSE,OTHER,,FALSE,,360,360124,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,gen,FALSE,ANN WOFFORD,republican,FALSE,REPUBLICAN,107519,360124,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,gen,FALSE,BLANK VOTE,,FALSE,,15532,360124,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,gen,FALSE,NIKI TSONGAS,democrat,FALSE,DEMOCRAT,236713,360124,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,gen,FALSE,DAVID A. ROSA,republican,FALSE,REPUBLICAN,113055,395304,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,gen,FALSE,JOSEPH P. KENNEDY III,democrat,FALSE,DEMOCRAT,265823,395304,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,gen,FALSE,OTHER,,FALSE,,335,395304,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,gen,FALSE,BLANK VOTE,,FALSE,,16091,395304,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,gen,FALSE,KATHERINE M. CLARK,democrat,FALSE,DEMOCRAT,285606,385455,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,gen,FALSE,BLANK VOTE,,FALSE,,95648,385455,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,gen,FALSE,OTHER,,FALSE,,4201,385455,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,gen,FALSE,SETH MOULTON,democrat,FALSE,DEMOCRAT,308923,415749,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,gen,FALSE,OTHER,,FALSE,,5132,415749,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,gen,FALSE,BLANK VOTE,,FALSE,,101694,415749,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,gen,FALSE,BLANK VOTE,,FALSE,,52734,309645,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,gen,FALSE,OTHER,,FALSE,,3557,309645,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,gen,FALSE,MICHAEL E. CAPUANO,democrat,FALSE,DEMOCRAT,253354,309645,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,gen,FALSE,WILLIAM BURKE,republican,FALSE,REPUBLICAN,102744,396009,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,gen,FALSE,BLANK VOTE,,FALSE,,21744,396009,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,gen,FALSE,STEPHEN F. LYNCH,democrat,FALSE,DEMOCRAT,271019,396009,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,gen,FALSE,OTHER,,FALSE,,502,396009,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,FALSE,MARK C. ALLIEGRO,republican,FALSE,REPUBLICAN,127803,403642,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,FALSE,BLANK VOTE,,FALSE,,23747,403642,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,FALSE,OTHER,,FALSE,,411,403642,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,FALSE,ANNA GRACE RADUC,unenrolled,FALSE,UNENROLLED,5320,403642,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,FALSE,WILLIAM R. KEATING,democrat,FALSE,DEMOCRAT,211790,403642,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,FALSE,PAUL J. HARRINGTON,independent,FALSE,INDEPENDENT,26233,403642,FALSE
2016,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,FALSE,CHRISTOPHER D. CATALDO,unenrolled,FALSE,UNENROLLED,8338,403642,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,gen,FALSE,RICHARD E. NEAL,democrat,FALSE,DEMOCRAT,211790,216900,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,gen,FALSE,NA,NA,TRUE,NA,5110,216900,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,gen,FALSE,JAMES P. MCGOVERN,democrat,FALSE,DEMOCRAT,191332,284893,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,gen,FALSE,TRACY LYN LOVVORN,republican,FALSE,REPUBLICAN,93391,284893,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,gen,FALSE,NA,NA,TRUE,NA,170,284893,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,gen,FALSE,LORI LOUREIRO TRAHAN,democrat,FALSE,DEMOCRAT,173175,279327,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,gen,FALSE,RICK GREEN,republican,FALSE,REPUBLICAN,93445,279327,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,gen,FALSE,MICHAEL P. MULLEN,unenrolled,FALSE,UNENROLLED,12572,279327,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,gen,FALSE,NA,NA,TRUE,NA,135,279327,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,gen,FALSE,"JOSEPH P. KENNEDY, III",democrat,FALSE,DEMOCRAT,245289,251016,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,gen,FALSE,NA,NA,TRUE,NA,5727,251016,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,gen,FALSE,KATHERINE M. CLARK,democrat,FALSE,DEMOCRAT,236243,311324,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,gen,FALSE,JOHN HUGO,republican,FALSE,REPUBLICAN,74856,311324,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,gen,FALSE,NA,NA,TRUE,NA,225,311324,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,gen,FALSE,SETH W. MOULTON,democrat,FALSE,DEMOCRAT,217703,333975,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,gen,FALSE,JOSEPH S. SCHNEIDER,republican,FALSE,REPUBLICAN,104798,333975,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,gen,FALSE,MARY JEAN CHARBONNEAU,unenrolled,FALSE,UNENROLLED,11309,333975,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,gen,FALSE,NA,NA,TRUE,NA,165,333975,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,gen,FALSE,AYANNA S. PRESSLEY,democrat,FALSE,DEMOCRAT,216559,220411,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,gen,FALSE,NA,NA,TRUE,NA,3852,220411,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,gen,FALSE,STEPHEN F. LYNCH,democrat,FALSE,DEMOCRAT,259159,263307,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,gen,FALSE,NA,NA,TRUE,NA,4148,263307,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,FALSE,BILL KEATING,democrat,FALSE,DEMOCRAT,192347,323928,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,FALSE,PETER D. TEDESCHI,republican,FALSE,REPUBLICAN,131463,323928,FALSE
2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,FALSE,NA,NA,TRUE,NA,118,323928,FALSE
1976,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,SCATTER,,FALSE,,123,184783,FALSE
1976,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JAMES M. JEFFORDS,republican,FALSE,REPUBLICAN,124458,184783,FALSE
1976,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JOHN A. BURGESS,democrat,FALSE,DEMOCRAT,60202,184783,FALSE
1978,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER ISSAC DIAMONDSTONE,liberty union,FALSE,LIBERTY UNION,6505,120502,FALSE
1978,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,SARAH MARIE DIETZ,democrat,FALSE,DEMOCRAT,23228,120502,FALSE
1978,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JAMES M. JEFFORDS,republican,FALSE,REPUBLICAN,90688,120502,FALSE
1978,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,SCATTER,,FALSE,,81,120502,FALSE
1980,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,447,194697,FALSE
1980,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,ROBIN LLOYD,citizens,FALSE,CITIZENS,24758,194697,FALSE
1980,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JAMES MERRILL JEFFORDS,republican,FALSE,REPUBLICAN,154274,194697,FALSE
1980,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER DIAMONDSTONE,socialist,FALSE,SOCIALIST,15218,194697,FALSE
1982,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,ROBIN LLOYD,citizens,FALSE,CITIZENS,6409,164951,FALSE
1982,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER DIAMONDSTONE,liberty union,FALSE,LIBERTY UNION,2794,164951,FALSE
1982,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MARK A. KAPLAN,democrat,FALSE,DEMOCRAT,38296,164951,FALSE
1982,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JIM JEFFORDS,republican,FALSE,REPUBLICAN,114191,164951,FALSE
1982,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MORRIS EARLE,small is beautiful,FALSE,SMALL IS BEAUTIFUL,1733,164951,FALSE
1982,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,GEORGE E. TRASK,libertarian,FALSE,LIBERTARIAN,1407,164951,FALSE
1982,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,121,164951,FALSE
1984,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JIM HEDBOR,libertarian,FALSE,LIBERTARIAN,9359,226297,FALSE
1984,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,OTHER,,FALSE,,382,226297,FALSE
1984,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER DIAMONDSTONE,liberty union,FALSE,LIBERTY UNION,4858,226297,FALSE
1984,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,ANTHONY POLLINA,democrat,FALSE,DEMOCRAT,60360,226297,FALSE
1984,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JAMES M. JEFFORDS,republican,FALSE,REPUBLICAN,148025,226297,FALSE
1984,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MORRIS EARLE,small is beautiful,FALSE,SMALL IS BEAUTIFUL,3313,226297,FALSE
1986,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MORRIS EARLE,small is beautiful,FALSE,SMALL IS BEAUTIFUL,5850,188954,FALSE
1986,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER DIAMONDSTONE,liberty union,FALSE,LIBERTY UNION,7060,188954,FALSE
1986,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JAMES M. JEFFORDS,republican,FALSE,REPUBLICAN,168403,188954,FALSE
1986,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JOHN T. MCNULTY,pro-life,FALSE,PRO-LIFE,7404,188954,FALSE
1986,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,SCATTER,,FALSE,,237,188954,FALSE
1988,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MORRIS EARLE,small is beautiful,FALSE,SMALL IS BEAUTIFUL,1070,240131,FALSE
1988,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,BERNARD SANDERS,independent,FALSE,INDEPENDENT,90026,240131,FALSE
1988,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER DIAMONDSTONE,liberty union,FALSE,LIBERTY UNION,1455,240131,FALSE
1988,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JIM HEDBOR,libertarian,FALSE,LIBERTARIAN,3110,240131,FALSE
1988,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PAUL N. POIRIER,democrat,FALSE,DEMOCRAT,45330,240131,FALSE
1988,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER SMITH,republican,FALSE,REPUBLICAN,98937,240131,FALSE
1988,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,SCATTER,,FALSE,,203,240131,FALSE
1990,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,BERNIE SANDERS,independent,FALSE,INDEPENDENT,117522,209856,FALSE
1990,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,DOLORES SANDOVAL,democrat,FALSE,DEMOCRAT,6315,209856,FALSE
1990,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,1116,209856,FALSE
1990,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER DIAMONDSTONE,liberty union,FALSE,LIBERTY UNION,1965,209856,FALSE
1990,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER SMITH,republican,FALSE,REPUBLICAN,82938,209856,FALSE
1992,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JOHN DEWEY,natural law,FALSE,NATURAL LAW,3549,281162,FALSE
1992,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETE DIAMONDSTONE,liberty union,FALSE,LIBERTY UNION,3660,281162,FALSE
1992,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,LEWIS E. YOUNG,democrat,FALSE,DEMOCRAT,22279,281162,FALSE
1992,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,TIM PHILBIN,republican,FALSE,REPUBLICAN,86901,281162,FALSE
1992,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,DOUGLAS M. MILLER,freedom for larouche,FALSE,FREEDOM FOR LAROUCHE,2049,281162,FALSE
1992,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,BERNARD SANDERS,independent,FALSE,INDEPENDENT,162724,281162,FALSE
1994,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JACK (BUCK) ROGERS,grassroots,FALSE,GRASSROOTS,2664,211449,FALSE
1994,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,CAROLE BANUS,natural law,FALSE,NATURAL LAW,2963,211449,FALSE
1994,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JOHN CARROLL,republican,FALSE,REPUBLICAN,98523,211449,FALSE
1994,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,ANNETTE LARSON,liberty union,FALSE,LIBERTY UNION,1493,211449,FALSE
1994,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,304,211449,FALSE
1994,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,BERNARD SANDERS,independent,FALSE,INDEPENDENT,105502,211449,FALSE
1996,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,ROBERT MELAMEDE,grassroots,FALSE,GRASSROOTS,1350,254706,FALSE
1996,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,BERNARD SANDERS,independent,FALSE,INDEPENDENT,140678,254706,FALSE
1996,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NORIO KUSHI,natural law,FALSE,NATURAL LAW,812,254706,FALSE
1996,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,357,254706,FALSE
1996,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,SUSAN W. SWEETSER,republican,FALSE,REPUBLICAN,83021,254706,FALSE
1996,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JACK LONG,democrat,FALSE,DEMOCRAT,23830,254706,FALSE
1996,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,THOMAS J. MORSE,libertarian,FALSE,LIBERTARIAN,2693,254706,FALSE
1996,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER DIAMONDSTONE,liberty union,FALSE,LIBERTY UNION,1965,254706,FALSE
1998,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MARK CANDON,republican,FALSE,REPUBLICAN,70740,215133,FALSE
1998,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETE DIAMONDSTONE,liberty union,FALSE,LIBERTY UNION,2153,215133,FALSE
1998,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,BERNARD SANDERS,independent,FALSE,INDEPENDENT,136403,215133,FALSE
1998,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MATTHEW MULLIGAN,vermont grassroots,FALSE,VERMONT GRASSROOTS,3464,215133,FALSE
1998,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,276,215133,FALSE
1998,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,ROBERT MAYNARD,libertarian,FALSE,LIBERTARIAN,2097,215133,FALSE
2000,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,KAREN ANN KERIN,republican,FALSE,REPUBLICAN,51977,283366,FALSE
2000,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,BERNARD SANDERS,independent,FALSE,INDEPENDENT,196118,283366,FALSE
2000,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETE DIAMONDSTONE,democrat,FALSE,DEMOCRAT,14918,283366,FALSE
2000,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,760,283366,FALSE
2000,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,STEWART SKRILL,independent,FALSE,INDEPENDENT,11816,283366,FALSE
2000,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,DANIEL H. KRYMKOWSKI,libertarian,FALSE,LIBERTARIAN,2978,283366,FALSE
2000,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JACK ROGERS,vermont grassroots,FALSE,VERMONT GRASSROOTS,4799,283366,FALSE
2002,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JANE NEWTON,liberty union,FALSE,LIBERTY UNION,3185,225255,FALSE
2002,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,BERNARD SANDERS,independent,FALSE,INDEPENDENT,144880,225255,FALSE
2002,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,DANIEL H. KRYMKOWSKI,libertarian,FALSE,LIBERTARIAN,2033,225255,FALSE
2002,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,"WILLIAM \\""BILL\""\"" MEUB""",republican,FALSE,REPUBLICAN,72813,225255,FALSE
2002,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,FAWN SKINNER,vermont grassroots,FALSE,VERMONT GRASSROOTS,2344,225255,FALSE
2004,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,BERNARD SANDERS,independent,FALSE,INDEPENDENT,205774,305008,FALSE
2004,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,LARRY DROWN,democrat,FALSE,DEMOCRAT,21684,305008,FALSE
2004,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JANE NEWTON,liberty union,FALSE,LIBERTY UNION,3018,305008,FALSE
2004,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,261,305008,FALSE
2004,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,GREG PARKE,republican,FALSE,REPUBLICAN,74271,305008,FALSE
2006,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MARTHA RAINVILLE,republican,FALSE,REPUBLICAN,117023,262726,FALSE
2006,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,KEITH STERN,independent,FALSE,INDEPENDENT,963,262726,FALSE
2006,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JERRY TRUDELL,independent,FALSE,INDEPENDENT,1013,262726,FALSE
2006,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,BRUCE R. MARSHALL,green,FALSE,GREEN,994,262726,FALSE
2006,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,CHRIS KARR,we the people,FALSE,WE THE PEOPLE,599,262726,FALSE
2006,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,208,262726,FALSE
2006,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,DENNIS MORRISSEAU,impeach bush now,FALSE,IMPEACH BUSH NOW,1390,262726,FALSE
2006,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JANE NEWTON,liberty union,FALSE,LIBERTY UNION,721,262726,FALSE
2006,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER WELCH,democrat,FALSE,DEMOCRAT,139815,262726,FALSE
2008,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MIKE BETHEL,independent,FALSE,INDEPENDENT,14349,298151,FALSE
2008,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,CRIS ERICSON,independent,FALSE,INDEPENDENT,7841,298151,FALSE
2008,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,2552,298151,FALSE
2008,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JERRY TRUDELL,energy independence,FALSE,ENERGY INDEPENDENCE,10818,298151,FALSE
2008,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER WELCH,democrat,FALSE,DEMOCRAT,248203,298151,FALSE
2008,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JANE NEWTON,liberty union,FALSE,LIBERTY UNION,5307,298151,FALSE
2008,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,THOMAS JAMES HERMANN,progressive,FALSE,PROGRESSIVE,9081,298151,FALSE
2010,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER WELCH,democrat,FALSE,DEMOCRAT,154006,238521,FALSE
2010,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,GUS JACCACI,independent,FALSE,INDEPENDENT,4704,238521,FALSE
2010,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PAUL D. BEAUDRY,republican,FALSE,REPUBLICAN,76403,238521,FALSE
2010,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JANE NEWTON,socialist,FALSE,SOCIALIST,3222,238521,FALSE
2010,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,186,238521,FALSE
2012,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JANE NEWTON,liberty union,FALSE,LIBERTY UNION,4065,289931,FALSE
2012,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,268,289931,FALSE
2012,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MARK DONKA,republican,FALSE,REPUBLICAN,67543,289931,FALSE
2012,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,ANDRE LAFRAMBOISE,votekiss,FALSE,VOTEKISS,1153,289931,FALSE
2012,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,"JAMES \\""SAM\""\"" DESROCHERS""",independent,FALSE,INDEPENDENT,8302,289931,FALSE
2012,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER WELCH,democrat,FALSE,DEMOCRAT,208600,289931,FALSE
2014,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,JERRY TRUDELL,energy independence,FALSE,ENERGY INDEPENDENCE,2024,191504,FALSE
2014,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,RANDALL MEYER,independent,FALSE,INDEPENDENT,1685,191504,FALSE
2014,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MATTHEW ANDREWS,liberty union,FALSE,LIBERTY UNION,2071,191504,FALSE
2014,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,CRIS ERICSON,independent,FALSE,INDEPENDENT,2750,191504,FALSE
2014,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,193,191504,FALSE
2014,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,MARK DONKA,republican,FALSE,REPUBLICAN,59432,191504,FALSE
2014,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER WELCH,democrat,FALSE,DEMOCRAT,123349,191504,FALSE
2016,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,NA,NA,TRUE,NA,1510,320467,FALSE
2016,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER WELCH,democrat,FALSE,DEMOCRAT,264414,320467,FALSE
2016,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,VOID VOTE,,FALSE,,481,320467,FALSE
2016,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,ERICA CLAWSON,liberty union,FALSE,LIBERTY UNION,29410,320467,FALSE
2016,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,BLANK VOTE,,FALSE,,24652,320467,FALSE
2018,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,CRIS ERICSON,independent,FALSE,INDEPENDENT,9110,272451,FALSE
2018,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,LAURA S. POTTER,liberty union,FALSE,LIBERTY UNION,3924,272451,FALSE
2018,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,ANYA TYNIO,republican,FALSE,REPUBLICAN,70705,272451,FALSE
2018,VERMONT,VT,50,13,6,US HOUSE,0,gen,FALSE,PETER WELCH,democrat,FALSE,DEMOCRAT,188547,272451,FALSE
